timesteps,mean_reward
5000,185.122047
10000,167.422833
15000,166.431249
20000,175.052622
25000,158.210856
30000,156.658620
35000,325.128031
40000,324.322372
45000,324.269668
50000,324.682196
55000,325.269287
60000,324.884908
65000,316.390822
70000,314.853397
75000,316.703835
80000,316.829964
85000,316.448254
90000,317.460768
95000,319.956374
100000,318.523257
105000,317.729743
110000,318.296560
115000,320.005271
120000,319.366858
125000,318.326103
130000,430.076218
135000,429.120827
140000,431.257529
145000,430.939244
150000,431.614034
155000,430.515951
160000,451.527527
165000,450.769983
170000,452.078336
175000,451.467309
180000,449.551565
185000,453.418868
190000,447.899059
195000,445.799857
200000,445.799302
205000,445.721632
210000,449.149333
215000,446.173249
220000,446.807133
225000,445.380276
230000,443.475660
235000,446.428541
240000,444.788895
245000,445.669263
250000,443.823839
255000,788.773043
260000,786.876404
265000,789.742846
270000,787.505156
275000,787.912659
280000,790.277988
285000,1152.101128
290000,1150.068172
295000,1149.538219
300000,1150.151758
305000,1146.834106
310000,1147.102904
315000,2159.285088
320000,2104.157150
325000,2187.199571
330000,2169.459478
335000,2160.018840
340000,2197.130662
345000,2132.099466
350000,2481.916766
355000,2398.517915
360000,2364.647704
365000,2417.427193
370000,2303.466850
375000,2338.548673
380000,2741.813592
385000,2703.613775
390000,2683.652089
395000,2656.801038
400000,2694.126367
405000,2601.758838
410000,2991.717986
415000,3057.044742
420000,3103.048868
425000,3071.116721
430000,3074.948286
435000,3060.701414
440000,3067.934048
445000,2238.753235
450000,2236.758250
455000,2245.905122
460000,2234.579381
465000,2230.933037
470000,2238.059936
475000,2031.063160
480000,1951.017048
485000,2182.792539
490000,2208.659113
495000,2245.450768
500000,1951.423571
505000,1447.779348
510000,1448.229944
515000,1442.826882
520000,1439.577144
525000,1436.868614
530000,1438.662954
535000,1446.372535
540000,2562.239565
545000,2343.702736
550000,5047.192988
555000,2482.149481
560000,2313.299837
565000,4669.788047
570000,1639.018786
575000,1817.353675
580000,1583.350581
585000,1686.863004
590000,2216.757122
595000,1609.485389
600000,2719.401175
605000,1596.593641
610000,1752.025933
615000,1772.031266
620000,2776.153663
625000,1701.018020
630000,6300.497932
635000,9504.669888
640000,10463.007453
645000,5899.220987
650000,4573.187915
655000,4049.445929
660000,7169.661786
665000,10635.356466
670000,3590.720515
675000,1651.894947
680000,5048.312407
685000,6234.454359
690000,7575.958707
695000,1434.309376
700000,1418.541296
705000,1443.838755
710000,1445.082889
715000,1410.228364
720000,1448.603411
725000,20697.356675
730000,11152.803451
735000,20677.499582
740000,20652.261279
745000,15987.327076
750000,20707.162619
755000,20662.845148
760000,25935.079787
765000,25867.511166
770000,25918.929957
775000,25813.845542
780000,25993.854705
785000,25920.834911
790000,24886.115804
795000,25472.788545
800000,25033.700959
805000,25566.974588
810000,25001.191641
815000,25245.449049
820000,26245.425174
825000,26243.839462
830000,26256.387737
835000,26248.167369
840000,26240.710002
845000,26249.114230
850000,26243.337586
855000,26244.533684
860000,26225.778039
865000,26236.273462
870000,26227.935546
875000,26231.560016
880000,26238.783888
885000,26177.857160
890000,26193.087127
895000,26176.066808
900000,26193.637348
905000,26186.143308
910000,26190.787377
915000,26387.862194
920000,26399.336619
925000,26406.045730
930000,26388.206240
935000,26413.689352
940000,26401.891460
945000,26625.274594
950000,26588.948629
955000,26595.901811
960000,26601.318746
965000,26597.425336
970000,26619.960848
975000,26568.620697
980000,26903.821766
985000,26907.190978
990000,26914.769120
995000,26901.478617
1000000,26883.585209
1005000,26924.066581
